image,correct,found,CER
Z05353721.txt,20,6,0.07878787878787878
Z05353668.txt,279,149,0.4166957483232652
Z05353422.txt,212,146,0.2285443627909381
Z05353778.txt,157,103,0.3828690996166725
Z05353396.txt,165,120,0.3121266233766233
Z05353424.txt,269,167,0.29004829169499846
Z05353401.txt,169,107,0.4160961053484418
Z05353836.txt,127,81,0.3686907571166831
Z05353758.txt,116,80,0.22506781413031404
Z05353673.txt,121,71,0.37552029347804
