image,correct,found,CER
Z05353721.txt,20,8,0.22878787878787876
Z05353668.txt,279,139,0.4175682830359091
Z05353422.txt,212,131,0.27843153453840463
Z05353778.txt,157,101,0.3856184931679983
Z05353396.txt,165,124,0.3688174952287855
Z05353424.txt,269,161,0.3335007470100639
Z05353401.txt,169,102,0.4278530293236177
Z05353836.txt,127,72,0.4708440864690863
Z05353758.txt,116,74,0.3361147486147485
Z05353673.txt,121,75,0.4152514029180695
